Localidad,Especie,Tiempo,Time_2,Horas,Minutos,Minutos_Decimales,Horas_Decimales,Station
Agua Linda,Sylvilagus floridanus,03:45:28,0.156574074,3,45,0.75,3.75,Lluvia
Puerto de las Palomas,Didelphis virginiana,03:47:32,0.158009259,3,47,0.783333333,3.783333333,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,03:48:40,0.158796296,3,48,0.8,3.8,Seca
Las Dalias,Sylvilagus floridanus,03:49:24,0.159305556,3,49,0.816666667,3.816666667,Lluvia
Joya Oscura,Didelphis virginiana,03:50:31,0.160081019,3,50,0.833333333,3.833333333,Lluvia
Joya Oscura 2,Mazama temama,03:51:28,0.160740741,3,51,0.85,3.85,Lluvia
El Tigre,Leopardus pardalis,03:51:57,0.161076389,3,51,0.85,3.85,Lluvia
Joya Oscura,Mazama temama,03:52:04,0.161157407,3,52,0.866666667,3.866666667,Lluvia
Joya Oscura 2,Leopardus wiedii,03:52:24,0.161388889,3,52,0.866666667,3.866666667,Seca
El Salto,Mazama temama,03:53:06,0.161875,3,53,0.883333333,3.883333333,Lluvia
El Salto,Mazama temama,03:53:16,0.161990741,3,53,0.883333333,3.883333333,Seca
Casa de Piedra,Mazama temama,03:53:33,0.1621875,3,53,0.883333333,3.883333333,Seca
El Aguita,Urocyon cinereoargenteus,03:53:39,0.162256944,3,53,0.883333333,3.883333333,Seca
El Salto,Mazama temama,03:53:48,0.162361111,3,53,0.883333333,3.883333333,Seca
El Salto,Mazama temama,03:53:48,0.162361111,3,53,0.883333333,3.883333333,Seca
Agua Linda,Mazama temama,03:53:59,0.162488426,3,53,0.883333333,3.883333333,Seca
El agua de Simon,Mazama temama,03:54:16,0.162685185,3,54,0.9,3.9,Lluvia
Joya Oscura 2,Puma concolor,03:54:37,0.162928241,3,54,0.9,3.9,Lluvia
Las Dalias,Sylvilagus floridanus,03:55:18,0.163402778,3,55,0.916666667,3.916666667,Lluvia
Valle Verde del Charco ,Didelphis virginiana,03:55:23,0.163460648,3,55,0.916666667,3.916666667,Seca
Agua Linda,Urocyon cinereoargenteus,03:55:45,0.163715278,3,55,0.916666667,3.916666667,Seca
Casa de Piedra,Didelphis virginiana,03:56:40,0.164351852,3,56,0.933333333,3.933333333,Seca
Puerto de las Palomas,Didelphis virginiana,03:57:21,0.164826389,3,57,0.95,3.95,Lluvia
Agua Linda,Conepatus leuconotus,03:57:58,0.16525463,3,57,0.95,3.95,Lluvia
La Tableta 2,Leopardus wiedii,03:59:07,0.166053241,3,59,0.983333333,3.983333333,Lluvia
Agua Linda,Sylvilagus floridanus,04:03:18,0.168958333,4,3,0.05,4.05,Lluvia
La Tableta 2,Didelphis virginiana,04:03:30,0.169097222,4,3,0.05,4.05,Seca
El Salto,Mazama temama,04:04:00,0.169444444,4,4,0.066666667,4.066666667,Lluvia
Puerto de las Palomas,Leopardus wiedii,04:04:19,0.169664352,4,4,0.066666667,4.066666667,Lluvia
Joya Oscura,Leopardus wiedii,04:04:20,0.169675926,4,4,0.066666667,4.066666667,Lluvia
La Tableta,Didelphis virginiana,04:04:20,0.169675926,4,4,0.066666667,4.066666667,Lluvia
Joya Oscura 2,Leopardus wiedii,04:05:18,0.170347222,4,5,0.083333333,4.083333333,Seca
Las Fabricas,Conepatus leuconotus,04:06:09,0.1709375,4,6,0.1,4.1,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,04:06:55,0.171469907,4,6,0.1,4.1,Lluvia
Joya Oscura,Didelphis virginiana,04:07:32,0.171898148,4,7,0.116666667,4.116666667,Seca
Casa de Piedra,Leopardus wiedii,04:08:12,0.172361111,4,8,0.133333333,4.133333333,Seca
Puerto de las Palomas,Urocyon cinereoargenteus,04:08:12,0.172361111,4,8,0.133333333,4.133333333,Lluvia
La Tableta,Dasypus novemcinctus,04:08:13,0.172372685,4,8,0.133333333,4.133333333,Lluvia
Las Dalias,Cuniculus paca,04:08:39,0.172673611,4,8,0.133333333,4.133333333,Lluvia
El Salto,Mazama temama,04:08:57,0.172881944,4,8,0.133333333,4.133333333,Lluvia
El Elefante,Mazama temama,04:08:59,0.172905093,4,8,0.133333333,4.133333333,Seca
El Aguita,Panthera onca,04:09:30,0.173263889,4,9,0.15,4.15,Lluvia
Las Dalias,Puma concolor,04:09:47,0.173460648,4,9,0.15,4.15,Lluvia
Joya Oscura,Leopardus wiedii,04:10:00,0.173611111,4,10,0.166666667,4.166666667,Lluvia
Las Dalias,Mazama temama,04:10:27,0.173923611,4,10,0.166666667,4.166666667,Lluvia
Joya Oscura 2,Leopardus wiedii,04:10:33,0.173993056,4,10,0.166666667,4.166666667,Seca
Joya Oscura,Leopardus wiedii,04:10:53,0.174224537,4,10,0.166666667,4.166666667,Seca
El Infiernillo,Ursus americanus,04:11:55,0.17494213,4,11,0.183333333,4.183333333,Lluvia
Joya Oscura,Mazama temama,04:12:26,0.175300926,4,12,0.2,4.2,Lluvia
El Aguita 2,Panthera onca,04:13:06,0.175763889,4,13,0.216666667,4.216666667,Lluvia
Casa de Piedra,Leopardus wiedii,04:13:12,0.175833333,4,13,0.216666667,4.216666667,Seca
Agua Linda,Sylvilagus floridanus,04:13:48,0.17625,4,13,0.216666667,4.216666667,Lluvia
Agua Linda,Sylvilagus floridanus,04:13:55,0.176331019,4,13,0.216666667,4.216666667,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,04:13:59,0.176377315,4,13,0.216666667,4.216666667,Lluvia
Las Dalias,Sylvilagus floridanus,04:14:15,0.1765625,4,14,0.233333333,4.233333333,Seca
Puerto de las Palomas,Didelphis virginiana,04:14:44,0.176898148,4,14,0.233333333,4.233333333,Seca
El Tigre,Nasua narica,04:14:56,0.177037037,4,14,0.233333333,4.233333333,Seca
Puerto de las Palomas,Urocyon cinereoargenteus,04:15:36,0.1775,4,15,0.25,4.25,Lluvia
La Corneta,Leopardus wiedii,04:16:08,0.17787037,4,16,0.266666667,4.266666667,Lluvia
Joya Oscura 2,Leopardus wiedii,04:16:08,0.17787037,4,16,0.266666667,4.266666667,Seca
Agua Linda,Sylvilagus floridanus,04:16:27,0.178090278,4,16,0.266666667,4.266666667,Seca
El Aguita 2,Mazama temama,04:16:31,0.178136574,4,16,0.266666667,4.266666667,Seca
Casa de Piedra,Leopardus wiedii,04:17:20,0.178703704,4,17,0.283333333,4.283333333,Lluvia
Las Dalias,Sylvilagus floridanus,04:17:22,0.178726852,4,17,0.283333333,4.283333333,Seca
Valle Verde del Charco ,Didelphis virginiana,04:21:07,0.181331019,4,21,0.35,4.35,Seca
Cueva de Don Amador,Dasypus novemcinctus,04:21:12,0.181388889,4,21,0.35,4.35,Lluvia
El Aguita,Leopardus pardalis,04:21:49,0.18181713,4,21,0.35,4.35,Seca
El agua de Simon,Leopardus wiedii,04:22:42,0.182430556,4,22,0.366666667,4.366666667,Lluvia
La Corneta,Didelphis virginiana,04:23:00,0.182638889,4,23,0.383333333,4.383333333,Lluvia
El Tigre,Urocyon cinereoargenteus,04:24:06,0.183402778,4,24,0.4,4.4,Seca
La Tableta 2,Leopardus wiedii,04:25:19,0.184247685,4,25,0.416666667,4.416666667,Seca
Casa de Piedra,Didelphis virginiana,04:26:08,0.184814815,4,26,0.433333333,4.433333333,Seca
Las Dalias,Cuniculus paca,04:26:35,0.185127315,4,26,0.433333333,4.433333333,Seca
Cueva de Don Amador,Dasypus novemcinctus,04:26:55,0.185358796,4,26,0.433333333,4.433333333,Lluvia
Las Dalias,Sylvilagus floridanus,04:26:55,0.185358796,4,26,0.433333333,4.433333333,Seca
Joya Oscura,Didelphis virginiana,04:27:04,0.185462963,4,27,0.45,4.45,Lluvia
Agua Linda,Sylvilagus floridanus,04:27:18,0.185625,4,27,0.45,4.45,Seca
La Corneta,Leopardus wiedii,04:27:54,0.186041667,4,27,0.45,4.45,Seca
Casa de Piedra,Didelphis virginiana,04:27:56,0.186064815,4,27,0.45,4.45,Lluvia
Joya Oscura,Mazama temama,04:28:58,0.186782407,4,28,0.466666667,4.466666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,04:29:47,0.187349537,4,29,0.483333333,4.483333333,Lluvia
El Aguita,Mazama temama,04:30:30,0.187847222,4,30,0.5,4.5,Lluvia
Puerto de las Palomas,Conepatus leuconotus,04:30:40,0.187962963,4,30,0.5,4.5,Seca
Esteban,Nasua narica,04:30:44,0.188009259,4,30,0.5,4.5,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,04:31:44,0.188703704,4,31,0.516666667,4.516666667,Lluvia
Casa de Piedra,Didelphis virginiana,04:32:45,0.189409722,4,32,0.533333333,4.533333333,Lluvia
Cueva de Don Amador,Mazama temama,04:34:27,0.190590278,4,34,0.566666667,4.566666667,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,04:34:30,0.190625,4,34,0.566666667,4.566666667,Lluvia
El Salto,Mazama temama,04:34:50,0.190856481,4,34,0.566666667,4.566666667,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,04:35:35,0.191377315,4,35,0.583333333,4.583333333,Seca
Puerto de las Palomas,Sylvilagus floridanus,04:35:55,0.191608796,4,35,0.583333333,4.583333333,Seca
Casa de Piedra,Leopardus wiedii,04:35:58,0.191643519,4,35,0.583333333,4.583333333,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,04:36:59,0.192349537,4,36,0.6,4.6,Seca
Valle Verde del Charco ,Dasypus novemcinctus,04:37:27,0.192673611,4,37,0.616666667,4.616666667,Lluvia
La Tableta 2,Puma concolor,04:37:37,0.192789352,4,37,0.616666667,4.616666667,Seca
Joya Oscura,Didelphis virginiana,04:37:46,0.192893519,4,37,0.616666667,4.616666667,Lluvia
Joya Oscura,Mazama temama,04:38:12,0.193194444,4,38,0.633333333,4.633333333,Lluvia
Agua Linda,Sylvilagus floridanus,04:38:20,0.193287037,4,38,0.633333333,4.633333333,Lluvia
La Corneta,Leopardus pardalis,04:38:20,0.193287037,4,38,0.633333333,4.633333333,Seca
Agua Linda,Sylvilagus floridanus,04:38:27,0.193368056,4,38,0.633333333,4.633333333,Seca
El Salto,Ursus americanus,04:38:46,0.193587963,4,38,0.633333333,4.633333333,Seca
Joya Oscura,Didelphis virginiana,04:38:53,0.193668981,4,38,0.633333333,4.633333333,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,04:39:24,0.194027778,4,39,0.65,4.65,Lluvia
El Aguita 2,Mazama temama,04:39:53,0.194363426,4,39,0.65,4.65,Seca
Casa de Piedra,Didelphis virginiana,04:40:39,0.194895833,4,40,0.666666667,4.666666667,Seca
Valle Verde del Charco ,Urocyon cinereoargenteus,04:40:44,0.194953704,4,40,0.666666667,4.666666667,Seca
Esteban,Panthera onca,04:40:59,0.195127315,4,40,0.666666667,4.666666667,Seca
Joya Oscura,Panthera onca,04:41:17,0.195335648,4,41,0.683333333,4.683333333,Lluvia
Agua Linda,Sylvilagus floridanus,04:42:59,0.196516204,4,42,0.7,4.7,Lluvia
Joya Oscura,Leopardus wiedii,04:43:15,0.196701389,4,43,0.716666667,4.716666667,Lluvia
El Aguita 2,Mazama temama,04:43:37,0.196956019,4,43,0.716666667,4.716666667,Seca
Valle Verde del Charco ,Dasypus novemcinctus,04:44:15,0.197395833,4,44,0.733333333,4.733333333,Lluvia
Las Dalias,Conepatus leuconotus,04:45:35,0.198321759,4,45,0.75,4.75,Seca
La Tableta,Didelphis virginiana,04:46:07,0.19869213,4,46,0.766666667,4.766666667,Lluvia
Las Dalias,Sylvilagus floridanus,04:46:13,0.198761574,4,46,0.766666667,4.766666667,Seca
Valle Verde del Charco ,Dasypus novemcinctus,04:48:15,0.200173611,4,48,0.8,4.8,Lluvia
Joya Oscura,Didelphis virginiana,04:49:20,0.200925926,4,49,0.816666667,4.816666667,Seca
Joya Oscura,Didelphis virginiana,04:50:07,0.201469907,4,50,0.833333333,4.833333333,Lluvia
Agua Linda,Sylvilagus floridanus,04:50:10,0.20150463,4,50,0.833333333,4.833333333,Lluvia
Las Dalias,Sylvilagus floridanus,04:50:22,0.201643519,4,50,0.833333333,4.833333333,Lluvia
Esteban,Mazama temama,04:50:52,0.201990741,4,50,0.833333333,4.833333333,Seca
Las Dalias,Sylvilagus floridanus,04:51:13,0.202233796,4,51,0.85,4.85,Seca
Joya Oscura,Leopardus wiedii,04:51:41,0.20255787,4,51,0.85,4.85,Lluvia
Casa de Piedra,Didelphis virginiana,04:51:54,0.202708333,4,51,0.85,4.85,Seca
Las Dalias,Sylvilagus floridanus,04:52:17,0.202974537,4,52,0.866666667,4.866666667,Seca
Agua Linda,Sylvilagus floridanus,04:52:33,0.203159722,4,52,0.866666667,4.866666667,Seca
Las Dalias,Sylvilagus floridanus,04:52:56,0.203425926,4,52,0.866666667,4.866666667,Lluvia
Joya Oscura,Didelphis virginiana,04:53:15,0.203645833,4,53,0.883333333,4.883333333,Lluvia
Casa de Piedra,Leopardus wiedii,04:53:29,0.20380787,4,53,0.883333333,4.883333333,Seca
Agua Linda,Puma concolor,04:56:02,0.205578704,4,56,0.933333333,4.933333333,Lluvia
El Salto,Puma concolor,04:56:18,0.205763889,4,56,0.933333333,4.933333333,Lluvia
El Elefante,Conepatus leuconotus,04:56:27,0.205868056,4,56,0.933333333,4.933333333,Lluvia
Las Fabricas,Dasypus novemcinctus,04:56:34,0.205949074,4,56,0.933333333,4.933333333,Lluvia
Esteban,Nasua narica,04:57:13,0.206400463,4,57,0.95,4.95,Seca
Valle Verde del Charco ,Dasypus novemcinctus,04:57:40,0.206712963,4,57,0.95,4.95,Lluvia
Joya Oscura,Leopardus wiedii,04:57:45,0.206770833,4,57,0.95,4.95,Lluvia
Cerro del Pilón,Ursus americanus,04:57:48,0.206805556,4,57,0.95,4.95,Lluvia
La Tableta 2,Leopardus wiedii,04:58:44,0.207453704,4,58,0.966666667,4.966666667,Lluvia
La Tableta 2,Didelphis virginiana,04:59:11,0.207766204,4,59,0.983333333,4.983333333,Lluvia
Puerto de las Palomas,Conepatus leuconotus,04:59:49,0.208206019,4,59,0.983333333,4.983333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,05:00:04,0.20837963,5,0,0,5,Lluvia
La Corneta,Didelphis virginiana,05:02:41,0.210196759,5,2,0.033333333,5.033333333,Seca
Las Dalias,Sylvilagus floridanus,05:03:05,0.210474537,5,3,0.05,5.05,Seca
Las Fabricas,Dasypus novemcinctus,05:03:09,0.210520833,5,3,0.05,5.05,Lluvia
El Salto,Didelphis virginiana,05:03:26,0.210717593,5,3,0.05,5.05,Seca
Las Dalias,Sylvilagus floridanus,05:03:27,0.210729167,5,3,0.05,5.05,Seca
Esteban,Sylvilagus floridanus,05:03:30,0.210763889,5,3,0.05,5.05,Lluvia
El Salto,Urocyon cinereoargenteus,05:03:32,0.210787037,5,3,0.05,5.05,Lluvia
Casa de Piedra,Didelphis virginiana,05:04:22,0.211365741,5,4,0.066666667,5.066666667,Seca
Joya Oscura 2,Leopardus wiedii,05:04:24,0.211388889,5,4,0.066666667,5.066666667,Seca
Casa de Piedra,Dasypus novemcinctus,05:04:32,0.211481481,5,4,0.066666667,5.066666667,Lluvia
El Salto,Mazama temama,05:04:57,0.211770833,5,4,0.066666667,5.066666667,Seca
El Salto,Leopardus pardalis,05:05:34,0.212199074,5,5,0.083333333,5.083333333,Lluvia
Las Dalias,Sylvilagus floridanus,05:06:42,0.212986111,5,6,0.1,5.1,Seca
Valle Verde del Charco ,Didelphis virginiana,05:06:48,0.213055556,5,6,0.1,5.1,Seca
Casa de Piedra,Dasypus novemcinctus,05:07:13,0.213344907,5,7,0.116666667,5.116666667,Lluvia
Valle Verde del Charco ,Didelphis virginiana,05:08:20,0.21412037,5,8,0.133333333,5.133333333,Seca
Joya Oscura 2,Leopardus wiedii,05:08:27,0.214201389,5,8,0.133333333,5.133333333,Seca
Las Fabricas,Didelphis virginiana,05:10:32,0.215648148,5,10,0.166666667,5.166666667,Lluvia
Agua Linda,Sylvilagus floridanus,05:10:43,0.215775463,5,10,0.166666667,5.166666667,Lluvia
Joya Oscura,Didelphis virginiana,05:11:01,0.215983796,5,11,0.183333333,5.183333333,Lluvia
El Elefante,Sylvilagus floridanus,05:11:09,0.216076389,5,11,0.183333333,5.183333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,05:11:12,0.216111111,5,11,0.183333333,5.183333333,Lluvia
Joya Oscura,Leopardus wiedii,05:11:18,0.216180556,5,11,0.183333333,5.183333333,Seca
La Corneta,Leopardus wiedii,05:11:58,0.216643519,5,11,0.183333333,5.183333333,Seca
Las Dalias,Conepatus leuconotus,05:12:12,0.216805556,5,12,0.2,5.2,Lluvia
La Corneta,Didelphis virginiana,05:12:18,0.216875,5,12,0.2,5.2,Lluvia
Casa de Piedra,Didelphis virginiana,05:12:35,0.217071759,5,12,0.2,5.2,Seca
Agua Linda,Sylvilagus floridanus,05:12:58,0.217337963,5,12,0.2,5.2,Seca
Casa de Piedra,Dasypus novemcinctus,05:13:17,0.21755787,5,13,0.216666667,5.216666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,05:13:43,0.217858796,5,13,0.216666667,5.216666667,Lluvia
Casa de Piedra,Dasypus novemcinctus,05:13:49,0.217928241,5,13,0.216666667,5.216666667,Lluvia
Joya Oscura,Didelphis virginiana,05:14:11,0.21818287,5,14,0.233333333,5.233333333,Seca
El Elefante,Sylvilagus floridanus,05:14:24,0.218333333,5,14,0.233333333,5.233333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,05:15:00,0.21875,5,15,0.25,5.25,Lluvia
El Elefante,Mazama temama,05:15:35,0.219155093,5,15,0.25,5.25,Lluvia
Las Dalias,Sylvilagus floridanus,05:15:48,0.219305556,5,15,0.25,5.25,Seca
La Perra,Urocyon cinereoargenteus,05:16:09,0.219548611,5,16,0.266666667,5.266666667,Seca
Las Dalias,Sylvilagus floridanus,05:16:38,0.219884259,5,16,0.266666667,5.266666667,Seca
Joya Oscura,Didelphis virginiana,05:17:53,0.220752315,5,17,0.283333333,5.283333333,Seca
La Corneta,Didelphis virginiana,05:18:05,0.220891204,5,18,0.3,5.3,Lluvia
Agua Linda,Sylvilagus floridanus,05:19:34,0.221921296,5,19,0.316666667,5.316666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,05:20:48,0.222777778,5,20,0.333333333,5.333333333,Lluvia
El Tigre,Leopardus wiedii,05:20:49,0.222789352,5,20,0.333333333,5.333333333,Seca
La Corneta,Leopardus wiedii,05:22:28,0.223935185,5,22,0.366666667,5.366666667,Seca
El Aguita 2,Leopardus wiedii,05:23:28,0.22462963,5,23,0.383333333,5.383333333,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,05:24:42,0.225486111,5,24,0.4,5.4,Lluvia
Valle Verde del Charco ,Didelphis virginiana,05:24:46,0.225532407,5,24,0.4,5.4,Lluvia
Joya Oscura,Conepatus leuconotus,05:25:44,0.226203704,5,25,0.416666667,5.416666667,Seca
Las Dalias,Sylvilagus floridanus,05:26:03,0.226423611,5,26,0.433333333,5.433333333,Seca
El Aguita,Conepatus leuconotus,05:27:12,0.227222222,5,27,0.45,5.45,Seca
La Corneta,Didelphis virginiana,05:27:31,0.22744213,5,27,0.45,5.45,Lluvia
Joya Oscura,Leopardus wiedii,05:27:40,0.227546296,5,27,0.45,5.45,Lluvia
El Aguita,Leopardus wiedii,05:28:40,0.228240741,5,28,0.466666667,5.466666667,Lluvia
El Aguita 2,Mazama temama,05:29:05,0.228530093,5,29,0.483333333,5.483333333,Seca
El Tigre,Panthera onca,05:30:13,0.22931713,5,30,0.5,5.5,Lluvia
Joya Oscura,Puma concolor,05:31:05,0.229918981,5,31,0.516666667,5.516666667,Lluvia
Joya Oscura 2,Panthera onca,05:31:29,0.230196759,5,31,0.516666667,5.516666667,Lluvia
La Corneta,Didelphis virginiana,05:31:31,0.230219907,5,31,0.516666667,5.516666667,Lluvia
Joya Oscura,Didelphis virginiana,05:32:07,0.230636574,5,32,0.533333333,5.533333333,Seca
El Salto,Mazama temama,05:32:10,0.230671296,5,32,0.533333333,5.533333333,Seca
El Aguita,Conepatus leuconotus,05:32:13,0.230706019,5,32,0.533333333,5.533333333,Seca
El Tigre,Mazama temama,05:33:12,0.231388889,5,33,0.55,5.55,Lluvia
La Tableta 2,Conepatus leuconotus,05:33:39,0.231701389,5,33,0.55,5.55,Lluvia
Agua Linda,Sylvilagus floridanus,05:35:38,0.233078704,5,35,0.583333333,5.583333333,Lluvia
El Salto,Mazama temama,05:37:57,0.2346875,5,37,0.616666667,5.616666667,Lluvia
La Corneta,Leopardus wiedii,05:39:21,0.235659722,5,39,0.65,5.65,Lluvia
Casa de Piedra,Dasypus novemcinctus,05:40:17,0.23630787,5,40,0.666666667,5.666666667,Lluvia
La Perra,Urocyon cinereoargenteus,05:40:31,0.236469907,5,40,0.666666667,5.666666667,Seca
Las Dalias,Sylvilagus floridanus,05:40:32,0.236481481,5,40,0.666666667,5.666666667,Lluvia
Las Fabricas,Conepatus leuconotus,05:40:56,0.236759259,5,40,0.666666667,5.666666667,Lluvia
El Aguita 2,Mazama temama,05:41:13,0.236956019,5,41,0.683333333,5.683333333,Seca
La Tableta 2,Sylvilagus floridanus,05:42:37,0.237928241,5,42,0.7,5.7,Lluvia
La Corneta,Didelphis virginiana,05:42:37,0.237928241,5,42,0.7,5.7,Lluvia
El Tigre,Nasua narica,05:44:14,0.239050926,5,44,0.733333333,5.733333333,Lluvia
El Tigre,Nasua narica,05:44:14,0.239050926,5,44,0.733333333,5.733333333,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,05:44:51,0.239479167,5,44,0.733333333,5.733333333,Lluvia
El Tigre,Odocoileus virginianus,05:45:53,0.240196759,5,45,0.75,5.75,Lluvia
Joya Oscura 2,Leopardus wiedii,05:45:58,0.24025463,5,45,0.75,5.75,Seca
El Salto,Urocyon cinereoargenteus,05:46:05,0.240335648,5,46,0.766666667,5.766666667,Lluvia
Puerto de las Palomas,Leopardus wiedii,05:46:15,0.240451389,5,46,0.766666667,5.766666667,Lluvia
La Perra,Urocyon cinereoargenteus,05:46:23,0.240543981,5,46,0.766666667,5.766666667,Seca
La Tableta 2,Puma concolor,05:47:50,0.241550926,5,47,0.783333333,5.783333333,Seca
Joya Oscura 2,Leopardus wiedii,05:48:21,0.241909722,5,48,0.8,5.8,Lluvia
El Tigre,Dicotyles tajacu,05:48:24,0.241944444,5,48,0.8,5.8,Lluvia
El Tigre,Dicotyles tajacu,05:48:24,0.241944444,5,48,0.8,5.8,Lluvia
El Tigre,Dicotyles tajacu,05:48:24,0.241944444,5,48,0.8,5.8,Lluvia
El Tigre,Dicotyles tajacu,05:48:24,0.241944444,5,48,0.8,5.8,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,05:48:37,0.242094907,5,48,0.8,5.8,Lluvia
La Perra,Urocyon cinereoargenteus,05:48:44,0.242175926,5,48,0.8,5.8,Lluvia
Joya Oscura,Didelphis virginiana,05:48:54,0.242291667,5,48,0.8,5.8,Lluvia
Casa de Piedra,Didelphis virginiana,05:49:51,0.242951389,5,49,0.816666667,5.816666667,Lluvia
Las Dalias,Sylvilagus floridanus,05:51:18,0.243958333,5,51,0.85,5.85,Seca
Joya Oscura,Leopardus wiedii,05:51:44,0.244259259,5,51,0.85,5.85,Lluvia
La Corneta,Mazama temama,05:52:47,0.244988426,5,52,0.866666667,5.866666667,Lluvia
Las Dalias,Leopardus pardalis,05:53:00,0.245138889,5,53,0.883333333,5.883333333,Lluvia
Agua Linda,Leopardus wiedii,05:54:36,0.24625,5,54,0.9,5.9,Lluvia
La Tableta 2,Sylvilagus floridanus,05:54:50,0.246412037,5,54,0.9,5.9,Seca
Las Fabricas,Conepatus leuconotus,05:54:50,0.246412037,5,54,0.9,5.9,Lluvia
La Tableta 2,Urocyon cinereoargenteus,05:54:54,0.246458333,5,54,0.9,5.9,Seca
Joya Oscura 2,Dasypus novemcinctus,05:55:47,0.247071759,5,55,0.916666667,5.916666667,Seca
Las Dalias,Conepatus leuconotus,05:56:52,0.247824074,5,56,0.933333333,5.933333333,Seca
La Tableta,Sylvilagus floridanus,05:57:19,0.248136574,5,57,0.95,5.95,Lluvia
Casa de Piedra,Didelphis virginiana,05:57:22,0.248171296,5,57,0.95,5.95,Lluvia
El Tigre,Leopardus wiedii,05:58:40,0.249074074,5,58,0.966666667,5.966666667,Seca
Puerto de las Palomas,Leopardus wiedii,05:59:13,0.249456019,5,59,0.983333333,5.983333333,Lluvia
Casa de Piedra,Dasypus novemcinctus,06:01:49,0.251261574,6,1,0.016666667,6.016666667,Seca
El Elefante,Leopardus wiedii,06:03:19,0.252303241,6,3,0.05,6.05,Lluvia
Joya Oscura,Dasypus novemcinctus,06:05:17,0.253668981,6,5,0.083333333,6.083333333,Lluvia
El Aguita,Leopardus pardalis,06:05:22,0.253726852,6,5,0.083333333,6.083333333,Seca
Joya Oscura,Leopardus wiedii,06:05:25,0.253761574,6,5,0.083333333,6.083333333,Seca
Joya Oscura,Leopardus wiedii,06:05:25,0.253761574,6,5,0.083333333,6.083333333,Lluvia
El Aguita 2,Panthera onca,06:06:01,0.254178241,6,6,0.1,6.1,Lluvia
Joya Oscura,Leopardus wiedii,06:06:48,0.254722222,6,6,0.1,6.1,Lluvia
La Tableta 2,Sylvilagus floridanus,06:07:31,0.255219907,6,7,0.116666667,6.116666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,06:08:14,0.255717593,6,8,0.133333333,6.133333333,Lluvia
La Perra,Urocyon cinereoargenteus,06:08:14,0.255717593,6,8,0.133333333,6.133333333,Lluvia
La Perra,Leopardus wiedii,06:08:21,0.255798611,6,8,0.133333333,6.133333333,Seca
La Perra,Urocyon cinereoargenteus,06:08:46,0.256087963,6,8,0.133333333,6.133333333,Lluvia
El agua de Simon,Mazama temama,06:08:53,0.256168981,6,8,0.133333333,6.133333333,Lluvia
Agua Linda,Sylvilagus floridanus,06:08:58,0.256226852,6,8,0.133333333,6.133333333,Seca
El Aguita 2,Mazama temama,06:09:00,0.25625,6,9,0.15,6.15,Seca
Joya Oscura,Panthera onca,06:09:42,0.256736111,6,9,0.15,6.15,Lluvia
Casa de Piedra,Mazama temama,06:11:40,0.258101852,6,11,0.183333333,6.183333333,Seca
Joya Oscura,Mazama temama,06:13:09,0.259131944,6,13,0.216666667,6.216666667,Lluvia
La Perra,Urocyon cinereoargenteus,06:13:34,0.259421296,6,13,0.216666667,6.216666667,Lluvia
El Aguita 2,Mazama temama,06:13:56,0.259675926,6,13,0.216666667,6.216666667,Lluvia
El Aguita 2,Urocyon cinereoargenteus,06:14:49,0.260289352,6,14,0.233333333,6.233333333,Seca
La Tableta 2,Leopardus wiedii,06:15:02,0.260439815,6,15,0.25,6.25,Seca
El Infiernillo,Mazama temama,06:15:21,0.260659722,6,15,0.25,6.25,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,06:17:09,0.261909722,6,17,0.283333333,6.283333333,Lluvia
Puerto de las Palomas,Conepatus leuconotus,06:17:43,0.262303241,6,17,0.283333333,6.283333333,Lluvia
La Tableta 2,Sylvilagus floridanus,06:17:46,0.262337963,6,17,0.283333333,6.283333333,Seca
Joya Oscura 2,Nasua narica,06:18:58,0.263171296,6,18,0.3,6.3,Lluvia
Puerto de las Palomas,Conepatus leuconotus,06:19:01,0.263206019,6,19,0.316666667,6.316666667,Lluvia
Las Dalias,Conepatus leuconotus,06:20:18,0.264097222,6,20,0.333333333,6.333333333,Seca
Valle Verde del Charco ,Didelphis virginiana,06:22:19,0.265497685,6,22,0.366666667,6.366666667,Seca
Agua Linda,Sylvilagus floridanus,06:24:54,0.267291667,6,24,0.4,6.4,Seca
La Tableta,Sylvilagus floridanus,06:25:02,0.267384259,6,25,0.416666667,6.416666667,Lluvia
