Localidad,Especie,Tiempo,Time_2,Horas,Minutos,Minutos_Decimales,Horas_Decimales,Station
La Tableta,Didelphis virginiana,01:52:07,0.077858796,1,52,0.866666667,1.866666667,Seca
Agua Linda,Sylvilagus floridanus,01:52:22,0.078032407,1,52,0.866666667,1.866666667,Lluvia
Las Fabricas,Puma concolor,01:52:33,0.078159722,1,52,0.866666667,1.866666667,Lluvia
Joya Oscura,Leopardus wiedii,01:52:44,0.078287037,1,52,0.866666667,1.866666667,Lluvia
El Aguita 2,Didelphis virginiana,01:53:18,0.078680556,1,53,0.883333333,1.883333333,Lluvia
La Tableta,Dasypus novemcinctus,01:53:54,0.079097222,1,53,0.883333333,1.883333333,Lluvia
La Tableta 2,Dasypus novemcinctus,01:53:54,0.079097222,1,53,0.883333333,1.883333333,Lluvia
El Aguita 2,Ursus americanus,01:54:13,0.07931713,1,54,0.9,1.9,Lluvia
Joya Oscura,Mazama temama,01:54:34,0.079560185,1,54,0.9,1.9,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,01:55:47,0.080405093,1,55,0.916666667,1.916666667,Lluvia
Las Dalias,Cuniculus paca,01:55:49,0.080428241,1,55,0.916666667,1.916666667,Seca
Viveros,Leopardus wiedii,01:55:58,0.080532407,1,55,0.916666667,1.916666667,Seca
El Elefante,Mazama temama,01:56:28,0.08087963,1,56,0.933333333,1.933333333,Seca
Puerto de las Palomas,Urocyon cinereoargenteus,01:56:52,0.081157407,1,56,0.933333333,1.933333333,Seca
Agua Linda,Sylvilagus floridanus,01:57:12,0.081388889,1,57,0.95,1.95,Lluvia
Casa de Piedra,Dasypus novemcinctus,01:57:49,0.08181713,1,57,0.95,1.95,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,01:59:34,0.083032407,1,59,0.983333333,1.983333333,Lluvia
Joya Oscura,Didelphis virginiana,02:00:26,0.083634259,2,0,0,2,Seca
Valle Verde del Charco ,Dasypus novemcinctus,02:00:47,0.083877315,2,0,0,2,Lluvia
La Tableta,Dasypus novemcinctus,02:00:53,0.083946759,2,0,0,2,Lluvia
La Tableta 2,Didelphis virginiana,02:01:04,0.084074074,2,1,0.016666667,2.016666667,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,02:01:14,0.084189815,2,1,0.016666667,2.016666667,Seca
Valle Verde del Charco ,Didelphis virginiana,02:01:52,0.08462963,2,1,0.016666667,2.016666667,Lluvia
Esteban,Nasua narica,02:02:39,0.085173611,2,2,0.033333333,2.033333333,Seca
La Tableta 2,Didelphis virginiana,02:03:15,0.085590278,2,3,0.05,2.05,Seca
El Aguita,Didelphis virginiana,02:03:44,0.085925926,2,3,0.05,2.05,Lluvia
La Tableta 2,Dasypus novemcinctus,02:04:06,0.086180556,2,4,0.066666667,2.066666667,Lluvia
Agua Linda,Sylvilagus floridanus,02:04:13,0.086261574,2,4,0.066666667,2.066666667,Lluvia
La Corneta,Didelphis virginiana,02:04:20,0.086342593,2,4,0.066666667,2.066666667,Seca
Valle Verde del Charco ,Didelphis virginiana,02:05:53,0.087418981,2,5,0.083333333,2.083333333,Seca
El Tigre,Leopardus pardalis,02:06:38,0.087939815,2,6,0.1,2.1,Seca
La Tableta 2,Leopardus wiedii,02:06:42,0.087986111,2,6,0.1,2.1,Seca
Agua Linda,Conepatus leuconotus,02:07:43,0.08869213,2,7,0.116666667,2.116666667,Lluvia
El Aguita,Mazama temama,02:08:03,0.088923611,2,8,0.133333333,2.133333333,Lluvia
Las Dalias,Sylvilagus floridanus,02:08:41,0.089363426,2,8,0.133333333,2.133333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,02:08:48,0.089444444,2,8,0.133333333,2.133333333,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,02:09:52,0.090185185,2,9,0.15,2.15,Seca
El Salto,Didelphis virginiana,02:10:00,0.090277778,2,10,0.166666667,2.166666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,02:11:13,0.091122685,2,11,0.183333333,2.183333333,Seca
El Aguita 2,Didelphis virginiana,02:11:57,0.091631944,2,11,0.183333333,2.183333333,Lluvia
Agua Linda,Sylvilagus floridanus,02:12:18,0.091875,2,12,0.2,2.2,Lluvia
La Tableta 2,Leopardus pardalis,02:12:44,0.092175926,2,12,0.2,2.2,Seca
Agua Linda,Mazama temama,02:12:57,0.092326389,2,12,0.2,2.2,Lluvia
El Aguita,Didelphis virginiana,02:13:47,0.092905093,2,13,0.216666667,2.216666667,Lluvia
Cerro del Pilón,Eira barbara,02:14:02,0.093078704,2,14,0.233333333,2.233333333,Seca
Agua Linda,Sylvilagus floridanus,02:15:29,0.094085648,2,15,0.25,2.25,Lluvia
Casa de Piedra,Didelphis virginiana,02:16:21,0.0946875,2,16,0.266666667,2.266666667,Lluvia
La Perra,Didelphis virginiana,02:16:22,0.094699074,2,16,0.266666667,2.266666667,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,02:16:35,0.094849537,2,16,0.266666667,2.266666667,Lluvia
La Corneta,Dasypus novemcinctus,02:16:38,0.094884259,2,16,0.266666667,2.266666667,Lluvia
Agua Linda,Mazama temama,02:17:23,0.095405093,2,17,0.283333333,2.283333333,Seca
La Tableta 2,Didelphis virginiana,02:17:38,0.095578704,2,17,0.283333333,2.283333333,Lluvia
Viveros,Cuniculus paca,02:17:58,0.095810185,2,17,0.283333333,2.283333333,Lluvia
Puerto de las Palomas 2,Leopardus wiedii,02:18:02,0.095856481,2,18,0.3,2.3,Seca
Puerto de las Palomas,Sylvilagus floridanus,02:18:39,0.096284722,2,18,0.3,2.3,Seca
La Corneta,Didelphis virginiana,02:19:04,0.096574074,2,19,0.316666667,2.316666667,Lluvia
Agua Linda,Leopardus wiedii,02:19:12,0.096666667,2,19,0.316666667,2.316666667,Lluvia
El Tigre,Dicotyles tajacu,02:19:38,0.096967593,2,19,0.316666667,2.316666667,Lluvia
Agua Linda,Sylvilagus floridanus,02:20:43,0.097719907,2,20,0.333333333,2.333333333,Seca
Cerro del Pilón,Ursus americanus,02:22:45,0.099131944,2,22,0.366666667,2.366666667,Lluvia
Puerto de las Palomas 2,Leopardus wiedii,02:22:53,0.099224537,2,22,0.366666667,2.366666667,Seca
Joya Oscura 2,Mazama temama,02:23:33,0.0996875,2,23,0.383333333,2.383333333,Lluvia
El Aguita,Mazama temama,02:23:57,0.099965278,2,23,0.383333333,2.383333333,Seca
Puerto de las Palomas,Leopardus wiedii,02:24:07,0.100081019,2,24,0.4,2.4,Seca
Casa de Piedra,Didelphis virginiana,02:24:36,0.100416667,2,24,0.4,2.4,Seca
El Salto,Leopardus wiedii,02:25:37,0.101122685,2,25,0.416666667,2.416666667,Seca
Las Dalias,Sylvilagus floridanus,02:25:39,0.101145833,2,25,0.416666667,2.416666667,Lluvia
Casa de Piedra,Didelphis virginiana,02:25:40,0.101157407,2,25,0.416666667,2.416666667,Seca
Joya Oscura,Leopardus wiedii,02:25:50,0.101273148,2,25,0.416666667,2.416666667,Seca
La Corneta,Leopardus pardalis,02:25:51,0.101284722,2,25,0.416666667,2.416666667,Lluvia
Casa de Piedra,Didelphis virginiana,02:26:01,0.101400463,2,26,0.433333333,2.433333333,Seca
Joya Oscura,Panthera onca,02:26:31,0.101747685,2,26,0.433333333,2.433333333,Lluvia
Viveros,Cuniculus paca,02:26:56,0.102037037,2,26,0.433333333,2.433333333,Lluvia
Cueva de Don Amador,Dasypus novemcinctus,02:27:45,0.102604167,2,27,0.45,2.45,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,02:27:45,0.102604167,2,27,0.45,2.45,Seca
Puerto de las Palomas,Sylvilagus floridanus,02:28:00,0.102777778,2,28,0.466666667,2.466666667,Seca
Casa de Piedra,Didelphis virginiana,02:28:22,0.103032407,2,28,0.466666667,2.466666667,Lluvia
El Aguita 2,Mazama temama,02:29:02,0.10349537,2,29,0.483333333,2.483333333,Seca
La Corneta,Didelphis virginiana,02:29:32,0.103842593,2,29,0.483333333,2.483333333,Lluvia
Casa de Piedra,Dasypus novemcinctus,02:30:03,0.104201389,2,30,0.5,2.5,Seca
Joya Oscura,Leopardus wiedii,02:30:55,0.104803241,2,30,0.5,2.5,Lluvia
La Corneta,Leopardus wiedii,02:31:03,0.104895833,2,31,0.516666667,2.516666667,Lluvia
Valle Verde del Charco ,Didelphis virginiana,02:31:06,0.104930556,2,31,0.516666667,2.516666667,Seca
Agua Linda,Sylvilagus floridanus,02:33:01,0.106261574,2,33,0.55,2.55,Lluvia
El Elefante,Mazama temama,02:33:06,0.106319444,2,33,0.55,2.55,Seca
La Corneta,Didelphis virginiana,02:33:31,0.106608796,2,33,0.55,2.55,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,02:33:39,0.106701389,2,33,0.55,2.55,Lluvia
La Perra,Didelphis virginiana,02:35:10,0.10775463,2,35,0.583333333,2.583333333,Lluvia
Joya Oscura,Didelphis virginiana,02:35:24,0.107916667,2,35,0.583333333,2.583333333,Seca
Puerto de las Palomas,Sylvilagus floridanus,02:35:35,0.108043981,2,35,0.583333333,2.583333333,Seca
Las Dalias,Sylvilagus floridanus,02:35:55,0.108275463,2,35,0.583333333,2.583333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,02:35:57,0.108298611,2,35,0.583333333,2.583333333,Lluvia
La Perra,Conepatus leuconotus,02:36:05,0.108391204,2,36,0.6,2.6,Seca
El Salto,Mazama temama,02:36:14,0.10849537,2,36,0.6,2.6,Lluvia
Casa de Piedra,Leopardus wiedii,02:37:06,0.109097222,2,37,0.616666667,2.616666667,Lluvia
Puerto de las Palomas,Dasypus novemcinctus,02:38:06,0.109791667,2,38,0.633333333,2.633333333,Lluvia
Casa de Piedra,Dasypus novemcinctus,02:38:19,0.10994213,2,38,0.633333333,2.633333333,Lluvia
Agua Linda,Sylvilagus floridanus,02:38:32,0.110092593,2,38,0.633333333,2.633333333,Lluvia
Joya Oscura,Mazama temama,02:38:32,0.110092593,2,38,0.633333333,2.633333333,Seca
Casa de Piedra,Didelphis virginiana,02:39:07,0.110497685,2,39,0.65,2.65,Seca
Joya Oscura 2,Urocyon cinereoargenteus,02:39:44,0.110925926,2,39,0.65,2.65,Seca
El Aguita,Didelphis virginiana,02:40:17,0.11130787,2,40,0.666666667,2.666666667,Lluvia
Las Dalias,Mazama temama,02:40:48,0.111666667,2,40,0.666666667,2.666666667,Lluvia
Casa de Piedra,Didelphis virginiana,02:41:08,0.111898148,2,41,0.683333333,2.683333333,Lluvia
Puerto de las Palomas,Conepatus leuconotus,02:41:10,0.111921296,2,41,0.683333333,2.683333333,Lluvia
Casa de Piedra,Sylvilagus floridanus,02:42:10,0.112615741,2,42,0.7,2.7,Seca
El Aguita 2,Mazama temama,02:44:35,0.114293981,2,44,0.733333333,2.733333333,Seca
El Salto,Sylvilagus floridanus,02:44:40,0.114351852,2,44,0.733333333,2.733333333,Seca
La Corneta,Sylvilagus floridanus,02:45:07,0.114664352,2,45,0.75,2.75,Seca
El Salto,Mazama temama,02:45:10,0.114699074,2,45,0.75,2.75,Lluvia
Joya Oscura,Leopardus wiedii,02:45:37,0.115011574,2,45,0.75,2.75,Lluvia
Las Fabricas,Leopardus wiedii,02:45:38,0.115023148,2,45,0.75,2.75,Lluvia
Casa de Piedra,Didelphis virginiana,02:45:39,0.115034722,2,45,0.75,2.75,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,02:46:16,0.115462963,2,46,0.766666667,2.766666667,Lluvia
Casa de Piedra,Didelphis virginiana,02:46:46,0.115810185,2,46,0.766666667,2.766666667,Lluvia
Agua Linda,Leopardus wiedii,02:46:47,0.115821759,2,46,0.766666667,2.766666667,Lluvia
Joya Oscura 2,Leopardus pardalis,02:47:19,0.11619213,2,47,0.783333333,2.783333333,Lluvia
Casa de Piedra,Mazama temama,02:47:57,0.116631944,2,47,0.783333333,2.783333333,Seca
Casa de Piedra,Dasypus novemcinctus,02:48:19,0.116886574,2,48,0.8,2.8,Lluvia
Las Fabricas,Urocyon cinereoargenteus,02:49:17,0.11755787,2,49,0.816666667,2.816666667,Lluvia
La Tableta,Didelphis virginiana,02:49:19,0.117581019,2,49,0.816666667,2.816666667,Lluvia
La Tableta 2,Didelphis virginiana,02:49:19,0.117581019,2,49,0.816666667,2.816666667,Lluvia
El Elefante,Didelphis virginiana,02:49:20,0.117592593,2,49,0.816666667,2.816666667,Lluvia
El Salto,Sylvilagus floridanus,02:49:25,0.117650463,2,49,0.816666667,2.816666667,Seca
Joya Oscura,Leopardus pardalis,02:49:44,0.11787037,2,49,0.816666667,2.816666667,Lluvia
Valle Verde del Charco ,Didelphis virginiana,02:49:51,0.117951389,2,49,0.816666667,2.816666667,Lluvia
Joya Oscura,Didelphis virginiana,02:50:06,0.118125,2,50,0.833333333,2.833333333,Lluvia
Casa de Piedra,Didelphis virginiana,02:50:33,0.1184375,2,50,0.833333333,2.833333333,Lluvia
La Corneta,Didelphis virginiana,02:50:38,0.11849537,2,50,0.833333333,2.833333333,Seca
Agua Linda,Mazama temama,02:50:47,0.118599537,2,50,0.833333333,2.833333333,Seca
El Aguita,Urocyon cinereoargenteus,02:51:02,0.118773148,2,51,0.85,2.85,Seca
Puerto de las Palomas,Didelphis virginiana,02:52:04,0.119490741,2,52,0.866666667,2.866666667,Lluvia
Agua Linda,Sylvilagus floridanus,02:52:06,0.119513889,2,52,0.866666667,2.866666667,Lluvia
El Salto,Mazama temama,02:52:25,0.119733796,2,52,0.866666667,2.866666667,Lluvia
Casa de Piedra,Mazama temama,02:52:33,0.119826389,2,52,0.866666667,2.866666667,Seca
Valle Verde del Charco ,Didelphis virginiana,02:52:50,0.120023148,2,52,0.866666667,2.866666667,Seca
La Corneta,Mazama temama,02:53:24,0.120416667,2,53,0.883333333,2.883333333,Seca
Puerto de las Palomas,Conepatus leuconotus,02:53:35,0.120543981,2,53,0.883333333,2.883333333,Seca
Valle Verde del Charco ,Mazama temama,02:53:39,0.120590278,2,53,0.883333333,2.883333333,Seca
Esteban,Nasua narica,02:53:55,0.120775463,2,53,0.883333333,2.883333333,Seca
Valle Verde del Charco ,Didelphis virginiana,02:53:59,0.120821759,2,53,0.883333333,2.883333333,Seca
Puerto de las Palomas,Didelphis virginiana,02:54:24,0.121111111,2,54,0.9,2.9,Lluvia
El Aguita 2,Mazama temama,02:54:25,0.121122685,2,54,0.9,2.9,Lluvia
La Corneta,Cuniculus paca,02:54:46,0.121365741,2,54,0.9,2.9,Seca
Joya Oscura,Panthera onca,02:55:01,0.121539352,2,55,0.916666667,2.916666667,Lluvia
Joya Oscura,Didelphis virginiana,02:55:06,0.121597222,2,55,0.916666667,2.916666667,Lluvia
Las Fabricas,Leopardus pardalis,02:55:15,0.121701389,2,55,0.916666667,2.916666667,Lluvia
Esteban,Nasua narica,02:55:20,0.121759259,2,55,0.916666667,2.916666667,Lluvia
Agua Linda,Leopardus wiedii,02:55:38,0.121967593,2,55,0.916666667,2.916666667,Lluvia
La Corneta,Sylvilagus floridanus,02:56:03,0.122256944,2,56,0.933333333,2.933333333,Lluvia
El agua de Simon,Didelphis virginiana,02:56:10,0.122337963,2,56,0.933333333,2.933333333,Lluvia
La Perra,Didelphis virginiana,02:56:18,0.122430556,2,56,0.933333333,2.933333333,Lluvia
Agua Linda,Didelphis virginiana,02:56:44,0.122731481,2,56,0.933333333,2.933333333,Lluvia
La Perra,Urocyon cinereoargenteus,02:56:55,0.122858796,2,56,0.933333333,2.933333333,Seca
La Tableta 2,Didelphis virginiana,02:57:17,0.123113426,2,57,0.95,2.95,Lluvia
Esteban,Cuniculus paca,02:57:35,0.123321759,2,57,0.95,2.95,Lluvia
El agua de Simon,Didelphis virginiana,02:57:48,0.123472222,2,57,0.95,2.95,Lluvia
Las Dalias,Sylvilagus floridanus,02:59:21,0.124548611,2,59,0.983333333,2.983333333,Seca
El Salto,Dasypus novemcinctus,02:59:52,0.124907407,2,59,0.983333333,2.983333333,Lluvia
Las Fabricas,Conepatus leuconotus,03:00:04,0.125046296,3,0,0,3,Lluvia
Joya Oscura,Mazama temama,03:00:14,0.125162037,3,0,0,3,Lluvia
La Corneta,Mazama temama,03:01:44,0.126203704,3,1,0.016666667,3.016666667,Seca
El Aguita,Leopardus wiedii,03:02:43,0.126886574,3,2,0.033333333,3.033333333,Seca
Joya Oscura,Mazama temama,03:02:54,0.127013889,3,2,0.033333333,3.033333333,Lluvia
La Corneta,Leopardus wiedii,03:02:56,0.127037037,3,2,0.033333333,3.033333333,Lluvia
Joya Oscura,Mazama temama,03:03:11,0.127210648,3,3,0.05,3.05,Lluvia
Agua Linda,Mazama temama,03:04:23,0.128043981,3,4,0.066666667,3.066666667,Seca
La Corneta,Didelphis virginiana,03:04:47,0.128321759,3,4,0.066666667,3.066666667,Seca
Joya Oscura,Didelphis virginiana,03:05:02,0.12849537,3,5,0.083333333,3.083333333,Seca
Joya Oscura,Mazama temama,03:05:50,0.129050926,3,5,0.083333333,3.083333333,Lluvia
El Aguita,Leopardus pardalis,03:06:10,0.129282407,3,6,0.1,3.1,Seca
Puerto de las Palomas,Sylvilagus floridanus,03:06:16,0.129351852,3,6,0.1,3.1,Seca
Casa de Piedra,Mazama temama,03:06:39,0.129618056,3,6,0.1,3.1,Seca
El Aguita 2,Panthera onca,03:07:30,0.130208333,3,7,0.116666667,3.116666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,03:07:58,0.130532407,3,7,0.116666667,3.116666667,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,03:08:02,0.130578704,3,8,0.133333333,3.133333333,Seca
Las Dalias,Puma concolor,03:08:28,0.13087963,3,8,0.133333333,3.133333333,Lluvia
Agua Linda,Sylvilagus floridanus,03:09:06,0.131319444,3,9,0.15,3.15,Seca
Agua Linda,Sylvilagus floridanus,03:09:25,0.131539352,3,9,0.15,3.15,Seca
Valle Verde del Charco ,Leopardus wiedii,03:09:25,0.131539352,3,9,0.15,3.15,Lluvia
Joya Oscura,Leopardus wiedii,03:09:53,0.131863426,3,9,0.15,3.15,Lluvia
El Aguita,Leopardus wiedii,03:10:09,0.132048611,3,10,0.166666667,3.166666667,Lluvia
La Corneta,Didelphis virginiana,03:10:14,0.132106481,3,10,0.166666667,3.166666667,Seca
Joya Oscura 2,Didelphis virginiana,03:10:14,0.132106481,3,10,0.166666667,3.166666667,Seca
El agua de Simon,Ursus americanus,03:10:45,0.132465278,3,10,0.166666667,3.166666667,Lluvia
El Tigre,Leopardus pardalis,03:10:46,0.132476852,3,10,0.166666667,3.166666667,Seca
Joya Oscura,Mazama temama,03:10:49,0.132511574,3,10,0.166666667,3.166666667,Seca
Casa de Piedra,Didelphis virginiana,03:10:54,0.132569444,3,10,0.166666667,3.166666667,Lluvia
Joya Oscura,Mazama temama,03:10:56,0.132592593,3,10,0.166666667,3.166666667,Lluvia
El Aguita 2,Dasypus novemcinctus,03:11:19,0.132858796,3,11,0.183333333,3.183333333,Lluvia
Esteban,Cuniculus paca,03:12:23,0.133599537,3,12,0.2,3.2,Lluvia
Joya Oscura,Didelphis virginiana,03:12:46,0.133865741,3,12,0.2,3.2,Lluvia
El Elefante,Mazama temama,03:14:02,0.13474537,3,14,0.233333333,3.233333333,Seca
Puerto de las Palomas,Conepatus leuconotus,03:14:03,0.134756944,3,14,0.233333333,3.233333333,Seca
La Corneta,Leopardus wiedii,03:14:20,0.134953704,3,14,0.233333333,3.233333333,Lluvia
Joya Oscura,Mazama temama,03:14:33,0.135104167,3,14,0.233333333,3.233333333,Lluvia
El Infiernillo,Mazama temama,03:15:02,0.135439815,3,15,0.25,3.25,Lluvia
Valle Verde del Charco ,Leopardus wiedii,03:16:08,0.136203704,3,16,0.266666667,3.266666667,Seca
Agua Linda,Urocyon cinereoargenteus,03:18:59,0.13818287,3,18,0.3,3.3,Seca
Agua Linda,Leopardus wiedii,03:19:27,0.138506944,3,19,0.316666667,3.316666667,Seca
Cerro del Pilón,Ursus americanus,03:20:19,0.139108796,3,20,0.333333333,3.333333333,Lluvia
La Tableta 2,Leopardus wiedii,03:20:34,0.139282407,3,20,0.333333333,3.333333333,Lluvia
Agua Linda,Sylvilagus floridanus,03:21:03,0.139618056,3,21,0.35,3.35,Lluvia
Cerro del Pilón,Ursus americanus,03:21:44,0.140092593,3,21,0.35,3.35,Lluvia
El Aguita 2,Mazama temama,03:22:15,0.140451389,3,22,0.366666667,3.366666667,Lluvia
Agua Linda,Sylvilagus floridanus,03:22:45,0.140798611,3,22,0.366666667,3.366666667,Lluvia
Las Dalias,Sylvilagus floridanus,03:23:17,0.141168981,3,23,0.383333333,3.383333333,Seca
Joya Oscura,Spilogale gracilis,03:23:28,0.141296296,3,23,0.383333333,3.383333333,Seca
La Corneta,Leopardus wiedii,03:24:11,0.141793981,3,24,0.4,3.4,Lluvia
Cerro del Pilón,Ursus americanus,03:24:12,0.141805556,3,24,0.4,3.4,Seca
Valle Verde del Charco ,Didelphis virginiana,03:24:37,0.142094907,3,24,0.4,3.4,Lluvia
Puerto de las Palomas 2,Sylvilagus floridanus,03:25:29,0.142696759,3,25,0.416666667,3.416666667,Lluvia
Joya Oscura 2,Panthera onca,03:25:41,0.142835648,3,25,0.416666667,3.416666667,Lluvia
La Tableta 2,Leopardus wiedii,03:26:45,0.143576389,3,26,0.433333333,3.433333333,Seca
El Salto,Sylvilagus floridanus,03:26:58,0.143726852,3,26,0.433333333,3.433333333,Seca
Agua Linda,Mazama temama,03:26:59,0.143738426,3,26,0.433333333,3.433333333,Seca
Agua Linda,Sylvilagus floridanus,03:27:33,0.144131944,3,27,0.45,3.45,Seca
Puerto de las Palomas 2,Sylvilagus floridanus,03:29:02,0.145162037,3,29,0.483333333,3.483333333,Seca
El Salto,Eira barbara,03:29:21,0.145381944,3,29,0.483333333,3.483333333,Seca
Las Dalias,Sylvilagus floridanus,03:29:46,0.145671296,3,29,0.483333333,3.483333333,Lluvia
El Elefante,Sylvilagus floridanus,03:29:53,0.145752315,3,29,0.483333333,3.483333333,Seca
El Salto,Didelphis virginiana,03:30:17,0.146030093,3,30,0.5,3.5,Lluvia
Casa de Piedra,Didelphis virginiana,03:30:31,0.14619213,3,30,0.5,3.5,Lluvia
El Salto,Didelphis virginiana,03:31:13,0.146678241,3,31,0.516666667,3.516666667,Lluvia
Casa de Piedra,Didelphis virginiana,03:31:27,0.146840278,3,31,0.516666667,3.516666667,Lluvia
Puerto de las Palomas,Conepatus leuconotus,03:31:40,0.146990741,3,31,0.516666667,3.516666667,Seca
La Tableta 2,Urocyon cinereoargenteus,03:32:17,0.147418981,3,32,0.533333333,3.533333333,Seca
El Aguita,Cuniculus paca,03:32:33,0.147604167,3,32,0.533333333,3.533333333,Seca
Joya Oscura,Leopardus wiedii,03:32:42,0.147708333,3,32,0.533333333,3.533333333,Lluvia
Joya Oscura,Leopardus wiedii,03:32:44,0.147731481,3,32,0.533333333,3.533333333,Seca
La Corneta,Didelphis virginiana,03:32:56,0.14787037,3,32,0.533333333,3.533333333,Lluvia
Las Dalias,Sylvilagus floridanus,03:32:57,0.147881944,3,32,0.533333333,3.533333333,Lluvia
Valle Verde del Charco ,Didelphis virginiana,03:33:07,0.147997685,3,33,0.55,3.55,Seca
Joya Oscura,Didelphis virginiana,03:34:00,0.148611111,3,34,0.566666667,3.566666667,Seca
El Aguita 2,Didelphis virginiana,03:34:31,0.148969907,3,34,0.566666667,3.566666667,Lluvia
Joya Oscura,Didelphis virginiana,03:36:05,0.15005787,3,36,0.6,3.6,Seca
El Aguita,Panthera onca,03:36:29,0.150335648,3,36,0.6,3.6,Lluvia
Puerto de las Palomas,Sylvilagus floridanus,03:36:42,0.150486111,3,36,0.6,3.6,Lluvia
Valle Verde del Charco ,Ursus americanus,03:36:51,0.150590278,3,36,0.6,3.6,Seca
Casa de Piedra,Didelphis virginiana,03:36:51,0.150590278,3,36,0.6,3.6,Lluvia
Agua Linda,Leopardus wiedii,03:37:07,0.150775463,3,37,0.616666667,3.616666667,Seca
El Aguita,Mazama temama,03:37:13,0.150844907,3,37,0.616666667,3.616666667,Seca
Joya Oscura,Leopardus wiedii,03:37:14,0.150856481,3,37,0.616666667,3.616666667,Seca
Casa de Piedra,Didelphis virginiana,03:37:27,0.151006944,3,37,0.616666667,3.616666667,Seca
El agua de Simon,Didelphis virginiana,03:38:00,0.151388889,3,38,0.633333333,3.633333333,Lluvia
El Salto,Sylvilagus floridanus,03:38:07,0.151469907,3,38,0.633333333,3.633333333,Seca
Joya Oscura 2,Panthera onca,03:38:13,0.151539352,3,38,0.633333333,3.633333333,Lluvia
Agua Linda,Sylvilagus floridanus,03:38:36,0.151805556,3,38,0.633333333,3.633333333,Lluvia
Valle Verde del Charco ,Dasypus novemcinctus,03:40:39,0.153229167,3,40,0.666666667,3.666666667,Lluvia
Joya Oscura 2,Leopardus wiedii,03:41:08,0.153564815,3,41,0.683333333,3.683333333,Seca
